query_text	PMid	title	source	time_article_has_been_cited	pubdate
medulloblastoma AND expression AND PML[Gene]	22641694	Formation of telomeric repeat-containing RNA (TERRA) foci in highly proliferating mouse cerebellar neuronal progenitors and medulloblastoma.	J Cell Sci	17	2012 Sep 15
medulloblastoma AND expression AND PML[Gene]	17201119	Analysis of a mutant p53 protein arising in a medulloblastoma from a mouse transgenic for the JC virus early region.	Anticancer Res	14	2006 Nov-Dec
medulloblastoma AND expression AND PML[Gene]	22984599	Bag3-induced autophagy is associated with degradation of JCV oncoprotein, T-Ag.	PLoS One	12	2012
medulloblastoma AND expression AND PML[Gene]	30108683	Viral tumor antigen expression is no longer required in radiation-resistant subpopulation of JCV induced mouse medulloblastoma cells.	Genes Cancer		2018 Mar
medulloblastoma AND expression AND PML[Gene]	22362285	Molecular targeting therapy against promyelocytic leukemia protein using arsenic acids in experimental intracranial medulloblastoma.	Neurol Med Chir (Tokyo)		2012
medulloblastoma AND expression AND PMS2[Gene]	1	Biallelic germline mutations of mismatch-repair genes: a possible cause for multiple pediatric malignancies.	Cancer	23	2007 Jun 1
medulloblastoma AND expression AND POLE[Gene]	1	Fenretinide (4-HPR) Targets Caspase-9, ERK 1/2 and the Wnt3a/β-Catenin Pathway in Medulloblastoma Cells and Medulloblastoma Cell Spheroids.	PLoS One	4	2016
medulloblastoma AND expression AND PRDM1[Gene]	1	Hedgehog target genes: mechanisms of carcinogenesis induced by aberrant hedgehog signaling activation.	Curr Mol Med	188	2009 Sep
medulloblastoma AND expression AND PTCH1[Gene]	29531057	Lateral cerebellum is preferentially sensitive to high sonic hedgehog signaling and medulloblastoma formation.	Proc Natl Acad Sci U S A	6	2018 Mar 27
medulloblastoma AND expression AND PTCH1[Gene]	28726779	Maml1 acts cooperatively with Gli proteins to regulate sonic hedgehog signaling pathway.	Cell Death Dis	5	2017 Jul 20
medulloblastoma AND expression AND PTCH1[Gene]	28548041	FOXR2 Promotes the Proliferation, Invasion, and Epithelial-Mesenchymal Transition in Human Colorectal Cancer Cells.	Oncol Res	4	2017 May 24
medulloblastoma AND expression AND PTCH1[Gene]	28490517	ATOH1 Promotes Leptomeningeal Dissemination and Metastasis of Sonic Hedgehog Subgroup Medulloblastomas.	Cancer Res	4	2017 Jul 15
medulloblastoma AND expression AND PTCH1[Gene]	29274272	The role of the Hedgehog signaling pathway in cancer: A comprehensive review.	Bosn J Basic Med Sci	20	2018 Feb 20
medulloblastoma AND expression AND PTCH1[Gene]	28986380	Astrocytes Promote Medulloblastoma Progression through Hedgehog Secretion.	Cancer Res	2	2017 Dec 1
medulloblastoma AND expression AND PTCH1[Gene]	27965576	Functional Genomics Identifies Tis21-Dependent Mechanisms and Putative Cancer Drug Targets Underlying Medulloblastoma Shh-Type Development.	Front Pharmacol	2	2016
medulloblastoma AND expression AND PTCH1[Gene]	27802424	Dual role of the integrated stress response in medulloblastoma tumorigenesis.	Oncotarget	2	2016 Sep 27
medulloblastoma AND expression AND PTCH1[Gene]	29753700	Spectrum and prevalence of genetic predisposition in medulloblastoma: a retrospective genetic study and prospective validation in a clinical trial cohort.	Lancet Oncol	10	2018 Jun
medulloblastoma AND expression AND PTCH1[Gene]	30096798	Sonic Hedgehog Medulloblastoma Cancer Stem Cells Mirnome and Transcriptome Highlight Novel Functional Networks.	Int J Mol Sci	1	2018 Aug 8
medulloblastoma AND expression AND PTCH1[Gene]	29079783	Nanog-driven cell-reprogramming and self-renewal maintenance in Ptch1 &lt;sup&gt;+/-&lt;/sup&gt; granule cell precursors after radiation injury.	Sci Rep	1	2017 Oct 27
medulloblastoma AND expression AND PTCH1[Gene]	28328116	Brain morphology in children with nevoid basal cell carcinoma syndrome.	Am J Med Genet A	1	2017 Apr
medulloblastoma AND expression AND PTCH1[Gene]	30670636	Transcriptional repressor REST drives lineage stage-specific chromatin compaction at &lt;i&gt;Ptch1&lt;/i&gt; and increases AKT activation in a mouse model of medulloblastoma.	Sci Signal		2019 Jan 22
medulloblastoma AND expression AND PTCH1[Gene]	30657775	Identification of CD24 as a marker of Patched1 deleted medulloblastoma-initiating neural progenitor cells.	PLoS One		2019
medulloblastoma AND expression AND PTCH1[Gene]	30483126	Low Expression of miR-466f-3p Sustains Epithelial to Mesenchymal Transition in Sonic Hedgehog Medulloblastoma Stem Cells Through Vegfa-Nrp2 Signaling Pathway.	Front Pharmacol		2018
medulloblastoma AND expression AND PTCH1[Gene]	30452905	Genetic ablation of Gpr37l1 delays tumor occurrence in Ptch1&lt;sup&gt;+/-&lt;/sup&gt; mouse models of medulloblastoma.	Exp Neurol		2019 Feb
medulloblastoma AND expression AND PTCH1[Gene]	30374857	Molecular characterization of Wnt pathway and function of β-catenin overexpression in medulloblastoma cell lines.	Cytotechnology		2018 Dec
medulloblastoma AND expression AND PTCH1[Gene]	29785653	Valproic acid treatment response in vitro is determined by TP53 status in medulloblastoma.	Childs Nerv Syst		2018 Aug
medulloblastoma AND expression AND PTCH1[Gene]	29582169	Medulloblastoma, WNT-activated/SHH-activated: clinical impact of molecular analysis and histogenetic evaluation.	Childs Nerv Syst		2018 May
medulloblastoma AND expression AND PTCH1[Gene]	29039452	Molecular analysis of keratocystic odontogenic tumor cell lines derived from sporadic and basal cell nevus syndrome patients.	Int J Oncol		2017 Dec
medulloblastoma AND expression AND PTEN[Gene]	24862126	Oncogenes and the coagulation system--forces that modulate dormant and aggressive states in cancer.	Thromb Res	9	2014 May
medulloblastoma AND expression AND PTEN[Gene]	26938241	PI-3K Inhibitors Preferentially Target CD15+ Cancer Stem Cell Population in SHH Driven Medulloblastoma.	PLoS One	8	2016
medulloblastoma AND expression AND PTEN[Gene]	26067104	Somatic CRISPR/Cas9-mediated tumour suppressor disruption enables versatile brain tumour modelling.	Nat Commun	66	2015 Jun 11
medulloblastoma AND expression AND PTEN[Gene]	28431179	miRNA Regulation in Gliomas: Usual Suspects in Glial Tumorigenesis and Evolving Clinical Applications.	J Neuropathol Exp Neurol	6	2017 Apr 1
medulloblastoma AND expression AND PTEN[Gene]	25475127	DJ-1 is activated in medulloblastoma and is associated with cell proliferation and differentiation.	World J Surg Oncol	6	2014 Dec 5
medulloblastoma AND expression AND PTEN[Gene]	25386346	Brain neoplasms and coagulation-lessons from heterogeneity.	Rambam Maimonides Med J	5	2014 Oct
medulloblastoma AND expression AND PTEN[Gene]	24108471	Brain neoplasms and coagulation.	Semin Thromb Hemost	5	2013 Nov
medulloblastoma AND expression AND PTEN[Gene]	29490009	Metastatic group 3 medulloblastoma is driven by PRUNE1 targeting NME1-TGF-β-OTX2-SNAIL via PTEN inhibition.	Brain	4	2018 May 1
medulloblastoma AND expression AND PTEN[Gene]	28137592	Usp7 promotes medulloblastoma cell survival and metastasis by activating Shh pathway.	Biochem Biophys Res Commun	4	2017 Mar 4
medulloblastoma AND expression AND PTEN[Gene]	27067976	Biological basis of personalized anticoagulation in cancer: oncogene and oncomir networks as putative regulators of coagulopathy.	Thromb Res	4	2016 Apr
medulloblastoma AND expression AND PTEN[Gene]	24599437	Genetic basis of thrombosis in cancer.	Semin Thromb Hemost	4	2014 Apr
medulloblastoma AND expression AND PTEN[Gene]	29869738	Rethinking medulloblastoma from a targeted therapeutics perspective.	J Neurooncol	2	2018 Sep
medulloblastoma AND expression AND PTEN[Gene]	25940061	Gorlin syndrome and desmoplastic medulloblastoma: Report of 3 cases with unfavorable clinical course and novel mutations.	Pediatr Blood Cancer	2	2015 Oct
medulloblastoma AND expression AND PTEN[Gene]	24252690	Identification of a neuronal transcription factor network involved in medulloblastoma development.	Acta Neuropathol Commun	17	2013 Jul 11
medulloblastoma AND expression AND PTEN[Gene]	25041637	miR-106b is overexpressed in medulloblastomas and interacts directly with PTEN.	Neuropathol Appl Neurobiol	13	2015 Feb
medulloblastoma AND expression AND PTEN[Gene]	24285947	The miR-183∼96∼182 cluster promotes tumorigenesis in a mouse model of medulloblastoma.	J Biomed Res	11	2013 Nov
medulloblastoma AND expression AND PTEN[Gene]	30670636	Transcriptional repressor REST drives lineage stage-specific chromatin compaction at &lt;i&gt;Ptch1&lt;/i&gt; and increases AKT activation in a mouse model of medulloblastoma.	Sci Signal		2019 Jan 22
medulloblastoma AND expression AND PTEN[Gene]	30304554	Effects of microRNA-494 on proliferation, migration, invasion, and apoptosis of medulloblastoma cells by mediating c-myc through the p38 MAPK signaling pathway.	J Cell Biochem		2018 Oct 10
medulloblastoma AND expression AND PTEN[Gene]	30049282	Medulloblastoma therapy generates risk of a poorly-prognostic H3 wild-type subgroup of diffuse intrinsic pontine glioma: a report from the International DIPG Registry.	Acta Neuropathol Commun		2018 Jul 26
medulloblastoma AND expression AND PTEN[Gene]	25140280	Case comparison and literature review of glioblastoma: A tale of two tumors.	Surg Neurol Int		2014
medulloblastoma AND expression AND RB1[Gene]	16314645	Genomic and protein expression profiling identifies CDK6 as novel independent prognostic marker in medulloblastoma.	J Clin Oncol	59	2005 Dec 1
medulloblastoma AND expression AND RB1[Gene]	12684707	Epigenetic changes in pilocytic astrocytomas and medulloblastomas.	Int J Mol Med	5	2003 May
medulloblastoma AND expression AND RHOA[Gene]	27503856	Unravelling the Mechanism of TrkA-Induced Cell Death by Macropinocytosis in Medulloblastoma Daoy Cells.	Mol Cell Biol	4	2016 Oct 15
medulloblastoma AND expression AND RHOA[Gene]	22528793	Rho GTPases in primary brain tumor malignancy and invasion.	J Neurooncol	11	2012 Jul
medulloblastoma AND expression AND RHOA[Gene]	21798346	SPARC mediates Src-induced disruption of actin cytoskeleton via inactivation of small GTPases Rho-Rac-Cdc42.	Cell Signal	10	2011 Dec
medulloblastoma AND expression AND RHOA[Gene]	21442027	Heparanase Modulates Shh and Wnt3a Signaling in Human Medulloblastoma Cells.	Exp Ther Med	10	2011 Mar 1
medulloblastoma AND expression AND RHOA[Gene]	31185958	Subgroup-specific prognostic signaling and metabolic pathways in pediatric medulloblastoma.	BMC Cancer		2019 Jun 11
medulloblastoma AND expression AND RPL10[Gene]	1	Identification of RPL5 and RPL10 as novel diagnostic biomarkers of Atypical teratoid/rhabdoid tumors.	Cancer Cell Int		2018
medulloblastoma AND expression AND RPL5[Gene]	1	Identification of RPL5 and RPL10 as novel diagnostic biomarkers of Atypical teratoid/rhabdoid tumors.	Cancer Cell Int		2018
medulloblastoma AND expression AND SETD2[Gene]	1	The landscape of somatic mutations in epigenetic regulators across 1,000 paediatric cancer genomes.	Nat Commun	111	2014 Apr 8
medulloblastoma AND expression AND SMAD2[Gene]	1	Modulation of gene expression in human central nervous system tumors under methionine deprivation-induced stress.	Cancer Res	14	2004 Oct 15
medulloblastoma AND expression AND SMAD3[Gene]	22966790	Canonical TGF-β pathway activity is a predictor of SHH-driven medulloblastoma survival and delineates putative precursors in cerebellar development.	Brain Pathol	6	2013 Mar
medulloblastoma AND expression AND SMAD3[Gene]	24469054	ASC deficiency suppresses proliferation and prevents medulloblastoma incidence.	Oncogene	2	2015 Jan 15
medulloblastoma AND expression AND SMARCA4[Gene]	23698369	BAF complexes facilitate decatenation of DNA by topoisomerase IIα.	Nature	77	2013 May 30
medulloblastoma AND expression AND SMARCA4[Gene]	27065321	SMARCA4/Brg1 coordinates genetic and epigenetic networks underlying Shh-type medulloblastoma development.	Oncogene	7	2016 Nov 3
medulloblastoma AND expression AND SMARCA4[Gene]	27695363	Atypical teratoid/rhabdoid tumors: challenges and search for solutions.	Cancer Manag Res	4	2016
medulloblastoma AND expression AND SMARCA4[Gene]	22832583	Dissecting the genomic complexity underlying medulloblastoma.	Nature	287	2012 Aug 2
medulloblastoma AND expression AND SMARCA4[Gene]	23222069	[Chromatin remodeling defects and cancer: the SWI/SNF example].	Bull Cancer	2	2012 Dec
medulloblastoma AND expression AND SMARCA4[Gene]	25274825	Loss of Smarc proteins impairs cerebellar development.	J Neurosci	12	2014 Oct 1
medulloblastoma AND expression AND SMARCA4[Gene]	24710217	The landscape of somatic mutations in epigenetic regulators across 1,000 paediatric cancer genomes.	Nat Commun	111	2014 Apr 8
medulloblastoma AND expression AND SMARCB1[Gene]	25085602	Expression of the HOX genes and HOTAIR in atypical teratoid rhabdoid tumors and other pediatric brain tumors.	Cancer Genet	8	2014 Sep
medulloblastoma AND expression AND SMARCB1[Gene]	15105654	Immunohistochemical analysis of hSNF5/INI1 in pediatric CNS neoplasms.	Am J Surg Pathol	48	2004 May
medulloblastoma AND expression AND SMARCB1[Gene]	27695363	Atypical teratoid/rhabdoid tumors: challenges and search for solutions.	Cancer Manag Res	4	2016
medulloblastoma AND expression AND SMARCB1[Gene]	26109171	Integrated genomics has identified a new AT/RT-like yet INI1-positive brain tumor subtype among primary pediatric embryonal tumors.	BMC Med Genomics	4	2015 Jun 25
medulloblastoma AND expression AND SMARCB1[Gene]	23190500	Inhibition of EZH2 suppresses self-renewal and induces radiation sensitivity in atypical rhabdoid teratoid tumor cells.	Neuro Oncol	34	2013 Feb
medulloblastoma AND expression AND SMARCB1[Gene]	27095948	LIN28B is highly expressed in atypical teratoid/rhabdoid tumor (AT/RT) and suppressed through the restoration of SMARCB1.	Cancer Cell Int	3	2016
medulloblastoma AND expression AND SMARCB1[Gene]	22020042	Intact INI1 gene region with paradoxical loss of protein expression in AT/RT: implications for a possible novel mechanism associated with absence of INI1 protein immunoreactivity.	Am J Surg Pathol	3	2012 Jan
medulloblastoma AND expression AND SMARCB1[Gene]	20882288	Molecular diagnostics of CNS embryonal tumors.	Acta Neuropathol	21	2010 Nov
medulloblastoma AND expression AND SMARCB1[Gene]	23435428	Activation of β-catenin/TCF targets following loss of the tumor suppressor SNF5.	Oncogene	20	2014 Feb 13
medulloblastoma AND expression AND SMARCB1[Gene]	27966820	Overexpression of TEAD4 in atypical teratoid/rhabdoid tumor: New insight to the pathophysiology of an aggressive brain tumor.	Pediatr Blood Cancer	2	2017 Jul
medulloblastoma AND expression AND SMARCB1[Gene]	23222069	[Chromatin remodeling defects and cancer: the SWI/SNF example].	Bull Cancer	2	2012 Dec
medulloblastoma AND expression AND SMARCB1[Gene]	25274825	Loss of Smarc proteins impairs cerebellar development.	J Neurosci	12	2014 Oct 1
medulloblastoma AND expression AND SMARCB1[Gene]	18422908	Melanocytic medulloblastoma with ganglioneurocytomatous differentiation: a case report.	Neuropathology	1	2009 Feb
medulloblastoma AND expression AND SMARCB1[Gene]	15759130	Differentiation of classic medulloblastoma into metastatic large cell medulloblastoma with focal rhabdoid differentiation in the absence of posterior fossa recurrence.	Acta Neuropathol	1	2005 May
medulloblastoma AND expression AND SMARCB1[Gene]	30479569	Identification of RPL5 and RPL10 as novel diagnostic biomarkers of Atypical teratoid/rhabdoid tumors.	Cancer Cell Int		2018
medulloblastoma AND expression AND SMARCB1[Gene]	28777153	A Diagnostic Pitfall: Atypical Teratoid Rhabdoid Tumor Versus Dedifferentiated/Poorly Differentiated Chordoma: Analysis of a Mono-institutional Series.	Appl Immunohistochem Mol Morphol		2019 Feb
medulloblastoma AND expression AND SOCS1[Gene]	1	Cytokine-mediated inflammation, tumorigenesis, and disease-associated JAK/STAT/SOCS signaling circuits in the CNS.	Brain Res Brain Res Rev	28	2005 Apr
